LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixels),(pixels),(pixels),(frames),,(pixels),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixels),(pixels),(pixels),(pixels),(radians),,(pixels^2),(pixels),,,
ID7474,7474,1,110.0,97.52999347871477,64.19109547198255,0.0,0.0,0,5.883967019385178,1,,827.5181818181818,748.0,252.0,1866.0,91027.0,386.7374647469078,0.24256078252127322,0.8353995501817629,-0.11763643294934595,0.10201841640591965,7.5874847782090775,4.609058496036139,0.5810305945476072,1.6462114301075654,108.7652925276171,51.70734438595599,0.5112057487591002,0.8943089430894307,4.958006222563976
ID7490,7490,1,138.0,96.64160758140628,67.63876842362048,0.0,3.0,3,6.59042512641658,1,,635.1884057971015,592.0,226.0,1458.0,87656.0,232.9741237698837,0.09028523878427712,0.45154546991829886,-0.027507774399565383,0.7380057541844733,8.773312366732549,5.736082535850779,0.9516284693253018,1.5294954896305875,136.45100335282885,65.62853058468941,0.39810830390933827,0.7908309455587399,5.618292087260205
ID7539,7539,1,100.0,95.07208215914379,64.66387315022351,0.0,1.0,1,5.610142429338665,1,,719.68,702.0,224.0,1588.0,71968.0,291.54547716012553,0.17856648995658922,0.7480127389720274,0.08730721280225995,0.28434415935971646,7.118026688782205,4.7667180333963355,0.6006819456215192,1.493276220433483,98.8775386614702,51.70734438595599,0.46473249887190976,0.8547008547008551,5.200000795507766
ID7577,7577,1,83.0,96.01098670469493,67.20981944806832,0.0,2.0,2,5.111082997202912,1,,687.144578313253,680.0,304.0,1408.0,57033.0,182.44492202828056,0.13499763542722504,0.8959371490631882,0.10550878302980723,0.15824656591806407,6.666832762815117,4.201587805538971,0.4473781374473793,1.5867412681525312,82.06835708902017,43.752369543532495,0.5387439999207094,0.882978723404255,4.8296283127278565
ID7536,7536,2,146.0,54.83358718017287,76.253185967899,0.0,8.0,8,6.778760889211259,1,,1077.4794520547946,1043.0,599.0,1888.0,157312.0,261.6859454721035,0.297390407756359,1.8876212934112107,0.4494862666183433,-0.22907605785925925,9.453704335751421,5.287659219122168,0.729994920751625,1.7878807888305783,144.36120644574635,65.62854640509562,0.42118684310242116,0.8248587570621464,5.462199193965632
ID7521,7521,2,116.0,51.36455177982287,75.78641456212853,0.0,9.0,9,6.042308314697329,1,,1086.4655172413793,1044.0,450.0,2118.0,126030.0,335.29686861786763,0.22193669600502056,1.1770552648714774,0.11273741855322746,0.24221576780574589,7.506227076068248,5.059183766446068,0.5128292799005201,1.4836834206046556,114.69794484730538,53.69608414146035,0.4998966997667847,0.8656716417910443,5.013774500090752
ID7570,7570,2,141.0,50.600228728548906,76.32670345327448,0.0,10.0,10,6.661675036297324,1,,1290.4113475177305,1106.0,457.0,3477.0,181948.0,590.460692666836,0.3215095095486648,1.0633854354464318,0.1335460718450681,0.22558775880320225,8.505270573006113,5.524723849102268,0.5627290169884864,1.5394924353346935,139.4173295126729,57.67357156267211,0.5267116568367728,0.8867924528301885,4.884481477160337
