LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixels),(pixels),(pixels),(frames),,(pixels),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixels),(pixels),(pixels),(pixels),(radians),,(pixels^2),(pixels),,,
ID5056,5056,0,110.0,33.62130907601177,44.92132320114623,0.0,0.0,0,3.922606974521543,1,,730.1818181818181,731.0,427.0,993.0,80320.0,113.93118652379134,-0.1978035470057793,-3.16061595199816,1.2923000505377853E-4,-0.05387109965297763,4.251329181916847,3.703646741795573,-0.07260816848651261,1.1478765331317076,48.339200711098115,31.81957857112475,0.5999574937859198,0.9166666666666667,4.576618279453729
ID5284,5284,0,139.0,34.71902510579932,44.38648463925282,0.0,4.0,4,4.4094645327796105,1,,643.1870503597122,637.0,407.0,901.0,89403.0,101.99087543340022,-0.1113937695870854,-1.5810933604206252,-0.38600372490709023,0.09846797277864489,5.0996101880268245,4.175354479105269,2.523791004368651,1.221359818321249,61.08317180766038,35.79705017197753,0.5990139870647444,0.9266666666666666,4.580221176205926
ID5065,5065,0,142.0,34.67643908599374,46.17975243619215,0.0,8.0,8,4.456794667259336,1,,591.3380281690141,584.0,299.0,880.0,83970.0,93.244351250121,-0.09992893614735321,-1.4081785892498886,-0.12062367046388442,0.053983694566072764,4.804636080242039,4.383048231145305,-1.254571707739282,1.0961859935971026,62.40151364523575,34.47124124623409,0.6599197782179803,0.9466666666666667,4.363744954632745
ID5193,5193,0,143.0,35.249828920814785,45.33761335237759,0.0,9.0,9,4.472460074671944,1,,589.5594405594405,594.0,395.0,826.0,84307.0,93.47392664837132,-0.1355710193141512,-1.978356934941569,-0.09542485278970823,0.09145409260904618,4.883198332638491,4.194090394972166,-0.6927303692208951,1.1643045029483439,62.840960924427556,37.12285909772096,0.5730200885830058,0.9079365079365075,4.682955256114052
ID5262,5262,0,157.0,34.22613742699439,43.465066517174485,0.0,2.0,2,4.686280498162805,1,,665.484076433121,660.0,408.0,905.0,104481.0,99.82777509647337,-0.1634367630675727,-2.604757210147099,-0.03175563971710752,0.15981122473850223,5.2550629076061055,4.258926369766057,1.9681946397912262,1.2338938153313899,68.99322283311275,38.448682964671875,0.5864802080001517,0.9289940828402363,4.628904829384869
ID5231,5231,0,144.0,33.136016137156886,44.493359979446566,0.0,3.0,3,4.488070803024157,1,,642.7708333333334,641.0,441.0,920.0,92559.0,96.60196748709431,-0.1311909757856028,-2.0094621245381945,-0.02956679284582033,0.03016950665772942,4.865277719463052,4.162231341876278,-1.1775255895452446,1.1689109325840237,63.28040820361939,37.122874038928444,0.5770267575860745,0.9142857142857146,4.666668544980643
ID5199,5199,0,175.0,36.22109985131045,47.108416026861754,0.0,10.0,10,4.947633004688281,1,,549.92,544.0,329.0,781.0,96236.0,100.92295001178105,-0.1719647970188199,-2.26323851168861,-0.019081722079911236,0.13085734928455892,5.839695351234896,4.534826915099802,0.09064176869242191,1.2877438236485321,76.90327385856523,42.426094800694685,0.5368940320545044,0.9043927648578813,4.837941847036741
