LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_T,FRAME,RADIUS,VISIBILITY,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX,SOURCE_FILE,CHANNEL,META_DATE,META_MODEL
ID3997,3997,1,103.0,117.50918525626231,127.46251831567804,1.0,1,5.693650071575315,1,258.22330097087377,256.0,68.0,535.0,26597.0,129.23818503580782,0.7540985864506885,1.717942809512656,-0.1068836421207019,-0.0176805670385509,6.429446459169318,5.124880649990167,-0.4651885955077309,1.254555354217206,101.84305466036264,49.718395010659606,0.5177344693115988,0.8803418803418805,4.926646390821461,160727_k5_YFP_15-45_spots.csv,YFP,2016-07-27,K5
ID4000,4000,1,155.0,113.9994683018604,130.09539773176277,15.0,15,6.9845432166217005,1,189.8774193548387,187.0,33.0,429.0,29431.0,101.07405896615822,0.7112984777461037,1.561671644573353,0.2049769555801426,-0.2714470870645551,8.539620952347896,6.013412405571344,0.2816892494616865,1.4200956755329226,153.25896575103118,59.66207401279155,0.5410520681182428,0.9144542772861358,4.819315973414991,160727_k5_YFP_15-45_spots.csv,YFP,2016-07-27,K5
ID4066,4066,1,136.0,110.95975921790784,135.45338028933577,22.0,22,6.54246810314334,1,289.05882352941177,290.0,68.0,578.0,39312.0,139.17480427071143,0.789377232194967,1.832476002963279,-0.276638476267495,-0.321034204715099,9.559129986456531,4.599473942902525,-0.1672477568394883,2.0783094121464223,134.4723828525176,67.61701721449708,0.3695991357164465,0.7930029154518948,5.830951894845298,160727_k5_YFP_15-45_spots.csv,YFP,2016-07-27,K5
ID4004,4004,1,136.0,113.00698724775953,132.0827655687614,10.0,10,6.542468103143344,1,280.0735294117647,265.0,61.0,611.0,38090.0,147.38956354595055,0.7833097950438461,1.6693295816542213,-1.1057140603936018,-0.7874893388578496,7.9920028851627585,6.539202270081856,0.0951183903081847,1.2221678662132462,134.4723828525178,71.5944888153499,0.3296733031544847,0.739130434782609,6.173949065130316,160727_k5_YFP_15-45_spots.csv,YFP,2016-07-27,K5
ID4068,4068,1,145.0,112.1029797571387,134.54140575367356,21.0,21,6.755479196490826,1,288.1862068965517,273.0,39.0,611.0,41787.0,142.88116596041235,0.7920050319613046,1.7828586686859782,-0.8056501141544594,-0.1145325711387344,9.512243618678015,5.359848873571765,3.0216484653285214,1.7747223556210316,143.37129054128724,69.60575301492344,0.3718619875677723,0.771276595744682,5.813183589761791,160727_k5_YFP_15-45_spots.csv,YFP,2016-07-27,K5
ID4072,4072,1,141.0,114.22536794150972,133.47802303074357,20.0,20,6.661648539660877,1,284.97163120567376,281.0,45.0,572.0,40181.0,144.1622074144464,0.7972751929391844,1.753774987160438,-0.4512795932210693,-0.5037818277771795,9.144024603822396,5.16050312327407,-0.0613305387539501,1.7719250207566946,139.4162204573894,69.60575301492344,0.3616037258417641,0.7877094972067039,5.895063447465631,160727_k5_YFP_15-45_spots.csv,YFP,2016-07-27,K5
ID4073,4073,1,156.0,106.7096988299296,135.57186454893807,26.0,26,7.007037777971501,1,278.9679487179488,265.0,56.0,638.0,43519.0,154.51265403328705,0.7954609767522911,1.5997906750457611,0.0521225471661534,0.1190215830574015,9.3865218756015,5.500909237135304,2.8545716261473126,1.7063582529657766,154.24773327200555,63.63954561364429,0.478602005820321,0.8888888888888896,5.124100921762783,160727_k5_YFP_15-45_spots.csv,YFP,2016-07-27,K5
ID4010,4010,1,109.0,116.96138393241436,130.37166662336298,5.0,5,5.857137355392235,1,248.302752293578,251.0,47.0,509.0,27065.0,126.99690172563382,0.7553183946124639,1.6826452378502643,0.0736346657051463,-0.0917056232395239,8.405619662111967,4.472117196384116,-0.8706328330099392,1.879561579671536,107.77565978620902,59.66207401279158,0.3804817769347639,0.8288973384030421,5.746957711326908,160727_k5_YFP_15-45_spots.csv,YFP,2016-07-27,K5
ID4074,4074,1,145.0,107.24086361057968,135.0625916875799,24.0,24,6.755479196490824,1,291.2,267.0,46.0,632.0,42224.0,163.50151205552942,0.8028055720884509,1.586211446032087,0.0541569926182956,0.0147465659076815,8.628920973175743,5.353702991661052,-0.2113321158319677,1.6117668437371635,143.37129054128718,61.65080981321796,0.4740176220296773,0.8708708708708709,5.148819750931879,160727_k5_YFP_15-45_spots.csv,YFP,2016-07-27,K5
ID4013,4013,1,118.0,116.62755710975208,129.832425750719,4.0,4,6.094150334009116,1,267.7457627118644,275.0,48.0,508.0,31594.0,135.07928576739812,0.7691306393339801,1.723471296571386,0.0580960843924932,0.0046785999759761,7.085528431038753,5.248695639369675,2.218135425773751,1.3499598601014835,116.67456747497856,51.70713081108602,0.5483845164550235,0.8973384030418251,4.78698801307128,160727_k5_YFP_15-45_spots.csv,YFP,2016-07-27,K5
ID4079,4079,1,151.0,104.92886173507884,135.3789092224015,29.0,29,6.893831013058112,1,279.2384105960265,266.0,74.0,651.0,42165.0,148.43003777803966,0.794153304853559,1.6654367863813426,1.4599877927491174,0.0330495922852658,12.035191240080676,5.281352847133385,-0.1076594458465959,2.2788084016414736,149.3038956671335,69.6057530149235,0.3872493801567826,0.7885117493472584,5.696519211398116,160727_k5_YFP_15-45_spots.csv,YFP,2016-07-27,K5
ID4019,4019,1,116.0,115.543835577358,129.5592796881215,3.0,3,6.042284281575657,1,294.0258620689655,315.0,53.0,538.0,34107.0,141.65551977194207,0.7779255530960955,1.8163790792895813,0.0016462596126224,-0.1003557202760647,6.736087794752134,5.502881471223827,2.34184184397992,1.224101923687999,114.69703243302972,49.71839501065966,0.5830795965062652,0.9098039215686272,4.642383454426298,160727_k5_YFP_15-45_spots.csv,YFP,2016-07-27,K5
ID4083,4083,1,151.0,105.6861617915332,135.04964832829248,28.0,28,6.893831013058112,1,281.29801324503313,260.0,50.0,698.0,42476.0,153.08454286012406,0.8062268704356995,1.640401994103928,0.4071303081662611,0.1922786798727175,10.5363219951282,5.987024899824889,-0.0558221474007853,1.7598593911704576,149.30389566713356,65.62828141407067,0.4356111025638748,0.7947368421052641,5.371003827889648,160727_k5_YFP_15-45_spots.csv,YFP,2016-07-27,K5
