SOURCE_FILE,SPOT_COUNT,FRAMECOUNT,CHANNEL,MODEL,DATE,SPOTS_PER_FRAME
210208_prhugo_978_MPAveh_3Ddrift_RFP_11-22_spots.csv,583,14,RFP,PR,,41.642857142857146
210208_prhugo_978_MPAveh_3Ddrift_RFP_23-31_spots.csv,442,14,RFP,PR,,31.571428571428573
210208_prhugo_978_MPAveh_3Ddrift_RFP_32-38_spots.csv,351,14,RFP,PR,,25.071428571428573
210208_prhugo_978_MPAveh_3Ddrift_RFP_39-54_spots.csv,296,14,RFP,PR,,21.142857142857142
210208_prhugo_978_MPAveh_3Ddrift_YFP_12-29_spots.csv,876,14,YFP,PR,,62.57142857142857
210208_prhugo_978_MPAveh_3Ddrift_YFP_30-35_spots.csv,405,14,YFP,PR,,28.928571428571427
210208_prhugo_978_MPAveh_3Ddrift_YFP_36-54_spots.csv,576,14,YFP,PR,,41.142857142857146
210209_prhugo_980_6dMPAveh_3Ddrift_CFP_12-18_spots.csv,230,13,CFP,PR,,17.692307692307693
210209_prhugo_980_6dMPAveh_3Ddrift_CFP_19-22_spots.csv,264,13,CFP,PR,,20.307692307692307
210209_prhugo_980_6dMPAveh_3Ddrift_CFP_23-27_spots.csv,327,13,CFP,PR,,25.153846153846153
210209_prhugo_980_6dMPAveh_3Ddrift_CFP_28-33l_spots.csv,124,13,CFP,PR,,9.538461538461538
210209_prhugo_980_6dMPAveh_3Ddrift_CFP_28-40r_spots.csv,44,13,CFP,PR,,3.3846153846153846
210209_prhugo_980_6dMPAveh_3Ddrift_CFP_34-43_spots.csv,25,11,CFP,PR,,2.272727272727273
210209_prhugo_980_6dMPAveh_3Ddrift_RFP11-17_spots.csv,106,13,RFP,PR,,8.153846153846153
210209_prhugo_980_6dMPAveh_3Ddrift_RFP_18-23_spots.csv,260,13,RFP,PR,,20.0
210209_prhugo_980_6dMPAveh_3Ddrift_RFP_24-28_spots.csv,272,13,RFP,PR,,20.923076923076923
210209_prhugo_980_6dMPAveh_3Ddrift_RFP_29-33l_spots.csv,134,13,RFP,PR,,10.307692307692308
210209_prhugo_980_6dMPAveh_3Ddrift_RFP_29-36r_spots.csv,65,13,RFP,PR,,5.0
210209_prhugo_980_6dMPAveh_3Ddrift_RFP_34-37l_spots.csv,52,12,RFP,PR,,4.333333333333333
210209_prhugo_980_6dMPAveh_3Ddrift_RFP_38-42l_spots.csv,4,4,RFP,PR,,1.0
210209_prhugo_980_6dMPAveh_3Ddrift_YFP_13-20_spots.csv,108,13,YFP,PR,,8.307692307692308
210209_prhugo_980_6dMPAveh_3Ddrift_YFP_21-27_spots.csv,253,13,YFP,PR,,19.46153846153846
210209_prhugo_980_6dMPAveh_3Ddrift_YFP_28-47r_spots.csv,78,13,YFP,PR,,6.0
210209_prhugo_980_6dMPAveh_3Ddrift_YFP_28-50l_spots.csv,92,13,YFP,PR,,7.076923076923077
210212_prhugo_993_6dMPA_3Ddrift_CFP_11-20_spots.csv,38,9,CFP,PR,,4.222222222222222
210212_prhugo_993_6dMPA_3Ddrift_CFP_21-27_spots.csv,92,9,CFP,PR,,10.222222222222221
210212_prhugo_993_6dMPA_3Ddrift_CFP_28-56_spots.csv,121,9,CFP,PR,,13.444444444444445
210212_prhugo_993_6dMPA_3Ddrift_RFP_17-26_spots.csv,191,9,RFP,PR,,21.22222222222222
210212_prhugo_993_6dMPA_3Ddrift_RFP_27-55_spots.csv,262,9,RFP,PR,,29.11111111111111
210212_prhugo_993_6dMPA_3Ddrift_RFP_7-16_spots.csv,135,9,RFP,PR,,15.0
210212_prhugo_993_6dMPA_3Ddrift_YFP_19-24_spots.csv,144,9,YFP,PR,,16.0
210212_prhugo_993_6dMPA_3Ddrift_YFP_25-47_spots.csv,317,9,YFP,PR,,35.22222222222222
210212_prhugo_993_6dMPA_3Ddrift_YFP_7-18_spots.csv,129,9,YFP,PR,,14.333333333333334
210225_prhugo_993_6dMPA_3Ddrift_CFP_11-22_spots.csv,237,18,CFP,PR,,13.166666666666666
210225_prhugo_993_6dMPA_3Ddrift_CFP_23-38_spots.csv,433,18,CFP,PR,,24.055555555555557
210225_prhugo_993_6dMPA_3Ddrift_RFP_12-18_spots.csv,81,18,RFP,PR,,4.5
210225_prhugo_993_6dMPA_3Ddrift_RFP_18-23_spots.csv,530,18,RFP,PR,,29.444444444444443
210225_prhugo_993_6dMPA_3Ddrift_RFP_24-26_spots.csv,487,18,RFP,PR,,27.055555555555557
210225_prhugo_993_6dMPA_3Ddrift_RFP_27-44_spots.csv,548,18,RFP,PR,,30.444444444444443
210225_prhugo_993_6dMPA_3Ddrift_YFP_11-22_spots.csv,275,18,YFP,PR,,15.277777777777779
210225_prhugo_993_6dMPA_3Ddrift_YFP_23-34_spots.csv,478,18,YFP,PR,,26.555555555555557
210225_prhugo_993_6dMPA_3Ddrift_YFP_35-46_spots.csv,102,18,YFP,PR,,5.666666666666667
